,fund_house,scheme_type,scheme_category,scheme_code,scheme_name,date,nav
5680,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144489,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,31-08-2018,10.00810
5681,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144488,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,31-08-2018,10.00810
5682,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144484,UTI Equity Savings Fund - Regular Plan - Growth Option,31-08-2018,10.00750
5683,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144485,UTI Equity Savings Fund - Regular Plan - IDCW,31-08-2018,10.00750
5684,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144486,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,31-08-2018,10.00750
5685,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144487,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,31-08-2018,10.00750
5686,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120524,Axis Triple Advantage Fund - Direct Plan - Growth Option,02-01-2013,12.72490
5687,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120523,Axis Triple Advantage Fund - Direct Plan - IDCW,02-01-2013,10.95890
5688,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,113064,Axis Triple Advantage Fund - Regular Plan - Growth Option,27-08-2010,10.01360
5689,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,113065,Axis Triple Advantage Fund - Regular Plan - IDCW,27-08-2010,10.01360
5690,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,103131,HDFC Multi-Asset Fund - Growth Option,03-04-2006,10.57880
5691,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,119131,HDFC Multi-Asset Fund - Growth Option - Direct Plan,01-01-2013,19.14920
5692,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,103130,HDFC Multi-Asset Fund - IDCW Option,03-04-2006,10.57880
5693,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,119130,HDFC Multi-Asset Fund - IDCW Option - Direct Plan,01-01-2013,11.68930
5694,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120334,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,02-01-2013,117.51270
5695,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120335,ICICI Prudential Multi-Asset Fund - Direct Plan - IDCW,02-01-2013,17.13800
5696,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101144,ICICI Prudential Multi-Asset Fund - Growth,02-04-2006,54.69090
5697,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101143,ICICI Prudential Multi-Asset Fund - IDCW,02-04-2006,20.61000
5698,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,115269,ICICI Prudential Multi-Asset Fund- Institutional Growth Option,16-05-2011,9.93520
5699,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,104898,ICICI Prudential Multi-Asset Fund-Institutional Option - I,14-02-2007,9.99070
5700,Motilal Oswal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148454,Motilal Oswal Multi Asset Fund - Direct Plan - Growth Option,10-08-2020,10.07810
5701,Motilal Oswal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148455,Motilal Oswal Multi Asset Fund - Regular Plan - Growth Option,10-08-2020,10.07500
5702,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148457,Nippon India Multi Asset Fund - Direct Plan - Growth Option,31-08-2020,9.92270
5703,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148458,NIPPON INDIA MULTI ASSET FUND - DIRECT Plan - IDCW Option,31-08-2020,9.92270
5704,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148460,NIPPON INDIA MULTI ASSET FUND - IDCW Option,31-08-2020,9.92100
5705,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148459,Nippon India Multi Asset Fund - Regular Plan - Growth Option,31-08-2020,9.92100
5706,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120820,quant Multi Asset Fund - IDCW Option - Direct Plan,07-01-2013,22.38090
5707,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101071,quant Multi Asset Fund - IDCW Option - Regular Plan,03-04-2006,13.07270
5708,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101072,quant Multi Asset Fund-GROWTH OPTION - Regular Plan,03-04-2006,14.28680
5709,quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120821,quant Multi Asset Fund-GROWTH OPTION-Direct Plan,07-01-2013,24.43340
5710,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,119840,SBI Multi Asset Allocation Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),24-06-2013,13.01120
5711,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,119843,SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH,19-03-2013,15.52610
5712,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,119841,SBI Multi Asset Allocation Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),22-02-2013,10.77610
5713,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,119842,SBI Multi Asset Allocation Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),16-01-2013,11.05980
5714,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,103409,SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),03-04-2006,10.29500
5715,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,103408,SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,03-04-2006,10.29550
5716,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,103400,SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),03-04-2006,10.12730
5717,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,103401,SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),03-04-2006,10.09530
5718,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148052,Tata Multi Asset Opportnities Fund-Direct Plan-Dividend Reinvestment,12-03-2020,9.54830
5719,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148049,Tata Multi Asset Opportunities Fund-Direct Plan-Dividend Payout,12-03-2020,9.54830
5720,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148053,Tata Multi Asset Opportunities Fund-Direct Plan-Growth,12-03-2020,9.54830
5721,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148054,Tata Multi Asset Opportunities Fund-Regular Plan-Dividend Payout,12-03-2020,9.54380
5722,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148051,Tata Multi Asset Opportunities Fund-Regular Plan-Dividend Reinvestment,12-03-2020,9.54380
5723,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,148050,Tata Multi Asset Opportunities Fund-Regular Plan-Growth,12-03-2020,9.54380
5724,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,111599,UTI - Multi Asset Fund - Regular Plan - Growth Option,18-12-2008,10.10000
5725,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120760,UTI - Multi Asset Fund- Direct Plan - Growth Option,02-01-2013,23.74000
5726,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,120761,UTI Multi Asset Fund - Direct Plan - IDCW,02-01-2013,17.74000
5727,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,111602,UTI Multi Asset Fund - Regular Plan - IDCW,18-12-2008,10.10000
5728,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,103062,ICICI Prudential Blended Plan B -  Dividend Option - I,02-04-2006,10.25180
5729,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,103061,ICICI Prudential Blended Plan B -  Growth Option - I,02-04-2006,10.48740
5730,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,114376,ICICI Prudential Blended Plan B -  Monthly Dividend Option - I,22-12-2010,10.00230
5731,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,114238,ICICI Prudential Blended Plan B - Daily Dividend Option - I,04-11-2010,10.00050
5732,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120302,ICICI Prudential Blended Plan B - Direct Plan -  Dividend Option - I,06-03-2013,14.43730
5733,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120300,ICICI Prudential Blended Plan B - Direct Plan -  Growth Option - I,03-01-2013,17.21220
5734,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120301,ICICI Prudential Blended Plan B - Direct Plan -  Monthly Dividend Option - I,16-01-2013,10.08440
5735,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,131150,ICICI Prudential Blended Plan B - Direct Plan - Half Yearly Dividend Option - I,26-09-2014,10.02270
5736,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,123542,ICICI Prudential Blended Plan B - Direct Plan - Quarterly Dividend Option - I,12-06-2014,10.92380
5737,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,131149,ICICI Prudential Blended Plan B - Half Yearly Dividend Option - I,23-01-2015,10.20330
5738,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,132979,ICICI Prudential Blended Plan B - option I-Bonus,05-11-2014,10.06170
5739,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120303,ICICI Prudential Blended Plan B-Direct Plan -  Daily Dividend Option - I,02-01-2013,10.04250
5740,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,101098,ICICI Prudential Child Care Plan Study - Cumulative,02-04-2006,18.60430
5741,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120691,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,08-01-2013,35.08800
5742,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,131621,ICICI Prudential Dynamic Bond Fund - Annual Dividend,23-01-2015,10.42990
5743,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,122613,ICICI Prudential Dynamic Bond Fund - Bonus,12-06-2014,14.21500
5744,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,113055,ICICI Prudential Dynamic Bond Fund - Daily Dividend,24-08-2010,10.00080
5745,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120584,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,14-01-2013,10.13620
5746,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120582,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,02-01-2013,12.73090
5747,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120581,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,08-01-2013,10.21480
5748,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120580,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Monthly Dividend,03-01-2013,10.13640
5749,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,131620,ICICI Prudential Dynamic Bond Fund - Direct Plan - Annual Dividend,29-05-2015,10.57060
5750,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,131199,ICICI Prudential Dynamic Bond Fund - Direct Plan - Bonus Option,05-11-2014,14.95230
5751,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120583,ICICI Prudential Dynamic Bond Fund - Direct Plan - Quarterly Dividend,03-01-2013,10.15010
5752,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,111996,ICICI Prudential Dynamic Bond Fund - Growth,15-06-2009,10.00020
5753,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,112005,ICICI Prudential Dynamic Bond Fund - Half Yearly Dividend,18-05-2011,10.00490
5754,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,111997,ICICI Prudential Dynamic Bond Fund - Monthly Dividend,15-06-2009,10.00020
5755,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,112002,ICICI Prudential Dynamic Bond Fund - Premium Plus Growth,15-01-2010,10.00070
5756,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,111998,ICICI Prudential Dynamic Bond Fund - Quarterly Dividend,15-06-2009,10.00020
5757,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106290,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Dividend,21-08-2007,10.00750
5758,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106292,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Growth,21-08-2007,10.00750
5759,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,130958,ICICI Prudential Interval Fund Annual Interval Plan - I - Direct Plan Bonus,26-09-2017,12.62800
5760,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106291,ICICI Prudential Interval Fund Annual Interval Plan I -  Growth,21-08-2007,10.00780
5761,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120625,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth,12-06-2014,13.97950
5762,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106293,ICICI Prudential Interval Fund Annual Interval Plan I - Dividend,20-08-2010,10.00270
5763,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106762,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Dividend,08-10-2007,10.00540
5764,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106763,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Growth,08-10-2007,10.00540
5765,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120627,ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth,12-06-2014,17.44210
5766,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106760,ICICI Prudential Interval Fund Annual Interval Plan II - Dividend,08-10-2007,10.00580
5767,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106761,ICICI Prudential Interval Fund Annual Interval Plan II - Growth,08-10-2007,10.00580
5768,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106778,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Dividend,19-10-2007,10.00260
5769,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106777,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Growth,19-10-2007,10.00260
5770,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120629,ICICI Prudential Interval Fund Annual Interval Plan III - Direct Plan -  Growth,12-06-2014,13.67640
5771,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106780,ICICI Prudential Interval Fund Annual Interval Plan III - Dividend,22-10-2008,10.07410
5772,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106779,ICICI Prudential Interval Fund Annual Interval Plan III - Growth,19-10-2007,10.00270
5773,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106832,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Dividend,29-10-2007,10.00810
5774,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106833,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Growth,29-10-2007,10.00810
5775,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106830,ICICI Prudential Interval Fund Annual Interval Plan IV -  Dividend,26-10-2010,10.00150
5776,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120631,ICICI Prudential Interval Fund Annual Interval Plan IV - Direct Plan -  Growth,12-06-2014,15.92050
5777,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106831,ICICI Prudential Interval Fund Annual Interval Plan IV - Growth,03-11-2008,10.01340
5778,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,105650,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,14-05-2007,10.00370
5779,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,105651,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,14-05-2007,10.00370
5780,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120635,ICICI Prudential Interval Fund Monthly Interval Plan I - Direct Plan -  Dividend,12-06-2014,10.02950
5781,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120636,ICICI Prudential Interval Fund Monthly Interval Plan I - Direct Plan -  Growth,12-06-2014,10.77430
5782,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,109680,ICICI Prudential Interval Fund Monthly Interval Plan I - Dividend,13-08-2008,10.00260
5783,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,109679,ICICI Prudential Interval Fund Monthly Interval Plan I - Growth,13-08-2008,10.00260
5784,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,105711,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,16-05-2007,10.00410
5785,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,105710,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,16-05-2007,10.00410
5786,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,115763,ICICI Prudential Interval Fund Quarterly Interval Plan - 1 Retail Quarterly Dividend Payout,10-08-2012,10.20230
5787,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120638,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan -  Growth,12-06-2014,14.06070
5788,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120637,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan - Dividend,12-06-2014,10.01700
5789,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,111405,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Growth,18-11-2008,10.00230
5790,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,111406,ICICI Prudential Interval Fund Quarterly Interval Plan 1 -Dividend,18-11-2008,10.00230
5791,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,124214,ICICI Prudential Interval Fund Quarterly Interval Plan 1 Plan - Direct Plan - Quarterly Dividend Payout,04-06-2014,10.00230
5792,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,105907,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,18-06-2007,10.00370
5793,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,105908,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,18-06-2007,10.00370
5794,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120639,ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth,12-06-2014,15.75740
5795,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,110203,ICICI Prudential Interval Fund II Quarterly Interval - Dividend,16-09-2008,10.00280
5796,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,110204,ICICI Prudential Interval Fund II Quarterly Interval - Growth,16-09-2008,10.00280
5797,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,127399,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Direct Quarterly Dividend Payout,12-06-2014,10.08290
5798,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106141,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend,23-07-2007,9.99980
5799,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,106142,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth,23-07-2007,9.99980
5800,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,120654,ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Dividend,12-06-2014,10.26510
