index_col,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Franklin Templeton Mutual Fund,Franklin Templeton Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Navi Mutual Fund,Navi Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Tata Mutual Fund,Tata Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,UTI Mutual Fund,UTI Mutual Fund,UTI Mutual Fund,UTI Mutual Fund
2017-01-02,,,,,85.40630,85.34590,12.14120,12.01410,,,,,,,,,,,,,,,,,70.04380,69.04390,83.66450,84.98600,11.42770,11.14040,17.60170,17.74010,17.65470,17.80530,,,,,49.18090,18.11990,48.16280,17.76580,,,,,,,14.73660,14.73660,14.48230,14.48230,,,54.41580,51.84040,16.58190,16.56760,16.16160,16.16160,28.44340,55.87680,55.52470,28.26640
2017-01-03,,,,,87.65020,87.56810,12.46020,12.32700,,,,,,,,,,,,,,,,,71.91400,70.86400,85.86670,87.25400,11.73240,11.43340,18.07380,18.21590,18.12970,18.28430,,,,,50.44010,18.58380,49.38860,18.21790,,,,,,,15.13380,15.13380,14.86620,14.86620,,,55.87570,53.20610,17.15680,16.95220,16.53050,16.53050,29.21120,57.38510,57.01920,29.02720
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,,,,,94.22180,94.06230,12.48050,12.32770,,,,,,,,,,,,,,,,,77.20700,75.99940,92.22210,93.81500,12.61470,12.27950,19.44330,19.59610,19.50840,19.67470,,,,,54.25670,19.98990,53.06630,19.57440,,,,,,,16.29620,16.29620,15.97650,15.97650,,,60.15050,57.18440,18.41710,18.19760,17.72240,17.72240,31.42540,61.73490,61.32580,31.21960
2017-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-08,,,,,99.44790,99.33920,13.17270,13.01920,,,,,,,,,,,,,,,,,81.54360,80.21110,97.36590,99.12000,13.32800,12.96460,20.56110,20.72280,20.63340,20.80930,,,,,57.34380,21.12700,56.03340,20.66890,,,,,,,17.22730,17.22730,16.87560,16.87560,,,63.56260,60.38860,19.39700,19.16580,18.64970,18.64970,33.22380,65.26770,64.82440,33.00060
2017-01-09,,,,,98.09660,97.96460,12.99380,12.83900,,,,,,,,,,,,,,,,,80.45550,79.11230,96.03610,97.80340,13.15100,12.78770,20.28580,20.44530,20.35880,20.53240,,,,,56.57550,20.84380,55.25640,20.38230,,,,,,,17.00170,17.00170,16.64660,16.64660,,,62.69410,59.54950,19.12270,18.89470,18.37820,18.37820,32.82000,64.47470,64.03290,32.59770
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,,,,,102.64210,102.45250,13.59590,13.42720,,,,,10.22130,10.22130,10.21990,10.21990,,,,,,,,,84.16760,82.70120,100.42300,102.34630,13.76180,13.37240,21.23710,21.40410,21.31710,21.49890,,,,,59.19840,21.80990,57.76430,21.30740,,,,,,,17.79750,17.79750,17.40760,17.40760,,,65.63830,62.31850,19.97590,19.73760,19.18210,19.18210,34.38580,67.54910,67.08000,34.14890
2017-01-12,,,,,99.45290,99.24470,13.17340,13.00680,,,,,9.74970,9.74970,9.74440,9.74440,,,,,,,,,81.58300,80.13160,97.29670,99.19380,13.33790,12.95550,20.58800,20.74990,20.66730,20.84350,,,,,57.38480,21.14170,55.96910,20.64520,,,,,,,17.25290,17.25290,16.86540,16.86540,,,63.62520,60.39630,19.34990,19.11910,18.57340,18.57340,32.99910,65.49900,65.04040,32.76750
2017-01-13,,,,,82.38890,82.34300,11.71200,11.59130,,,,,,,,,,,,,,,,,67.52430,66.57500,80.59750,81.93210,11.01700,10.74260,16.96850,17.10190,17.01880,17.16390,,,,,47.39780,17.46300,46.41820,17.12220,,,,,,,14.18590,14.18590,13.94370,13.94370,,,52.45480,49.98820,15.98510,15.97130,15.58410,15.58410,27.42160,53.86940,53.53250,27.25220
2017-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,,,,,82.51600,82.46800,11.73010,11.60890,,,,,,,,,,,,,,,,,67.62000,66.66700,80.71450,82.05410,11.03340,10.75820,16.99310,17.12670,17.04360,17.18890,,,,,47.46470,17.48760,46.48350,17.14630,,,,,,,14.20650,14.20650,13.96390,13.96390,,,52.53000,50.05730,16.00670,15.99280,15.60450,15.60450,27.46200,53.94870,53.61090,27.29210
2017-01-17,,,,,82.35260,82.30400,11.70690,11.58580,,,,,,,,,,,,,,,,,67.50080,66.54880,80.56520,81.90340,11.01320,10.73830,16.96320,17.09660,17.01360,17.15870,,,,,47.38060,17.45660,46.40110,17.11590,,,,,,,14.18150,14.18150,13.93930,13.93930,,,52.43600,49.96690,15.97840,15.96470,15.57670,15.57670,27.41240,53.85140,53.51410,27.24280
2017-01-18,,,,,82.54140,82.49210,11.73370,11.61230,,,,,,,,,,,,,,,,,67.65150,66.69650,80.74570,82.08790,11.03800,10.76240,17.00130,17.13500,17.05190,17.19730,,,,,47.48590,17.49540,46.50410,17.15390,,,,,,,14.21340,14.21340,13.97060,13.97060,,,52.55000,50.07470,16.01320,15.99940,15.61040,15.61040,27.47490,53.97420,53.63600,27.30490
2017-01-19,,,,,82.71040,82.66030,11.75780,11.63600,,,,,,,,,,,,,,,,,67.79500,66.83720,80.91520,82.26120,11.06130,10.78500,17.03770,17.17170,17.08850,17.23420,,,,,47.58550,17.53210,46.60160,17.18990,,,,,,,14.24390,14.24390,14.00050,14.00050,,,52.66210,50.18060,16.04730,16.03350,15.64340,15.64340,27.53370,54.08960,53.75050,27.36320
2017-01-20,,,,,81.88390,81.83360,11.64030,11.51960,,,,,,,,,,,,,,,,,67.10890,66.16000,80.09880,81.43230,10.94980,10.67610,16.86570,16.99830,16.91600,17.06020,,,,,47.11190,17.35760,46.13770,17.01880,,,,,,,14.09910,14.09910,13.85820,13.85820,,,52.12990,49.67270,15.88370,15.87000,15.48370,15.48370,27.25530,53.54270,53.20690,27.08650
2017-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,,,,,82.29760,82.24500,11.69910,11.57750,,,,,,,,,,,,,,,,,67.44960,66.49370,80.50370,81.84710,11.00560,10.73010,16.95210,17.08540,17.00280,17.14780,,,,,47.35180,17.44600,46.37240,17.10530,,,,,,,14.17150,14.17150,13.92890,13.92890,,,52.39430,49.92210,15.96360,15.94990,15.56100,15.56100,27.39420,53.81560,53.47770,27.22430
2017-01-24,,,,,83.10510,83.05140,11.81390,11.69100,,,,,,,,,,,,,,,,,68.12320,67.15700,81.30390,82.66160,11.11510,10.83680,17.12110,17.25570,17.17230,17.31880,,,,,47.82590,17.62070,46.83660,17.27660,,,,,,,14.31340,14.31340,14.06810,14.06810,,,52.91750,50.41980,16.12160,16.10770,15.71470,15.71470,27.66740,54.35240,54.01100,27.49580
2017-01-25,,,,,84.26540,84.21020,11.97880,11.85420,,,,,,,,,,,,,,,,,69.13710,68.15570,82.49780,83.87660,11.27850,10.99590,17.37540,17.51200,17.42750,17.57610,,,,,48.54370,17.88510,47.53950,17.53580,,,,,,,14.52680,14.52680,14.27780,14.27780,,,53.70730,51.17150,16.36310,16.34910,15.95000,15.95000,28.07990,55.16260,54.81600,27.90560
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,,,,,84.69270,84.63580,12.03950,11.91410,,,,,,,,,,,,,,,,,69.44170,68.45430,82.87770,84.26480,11.33070,11.04650,17.45250,17.58980,17.50490,17.65420,,,,,48.74960,17.96100,47.74090,17.61010,,,,,,,14.60840,14.60840,14.35770,14.35770,,,53.94620,51.39730,16.43490,16.42080,16.01950,16.01950,28.20480,55.40810,55.05960,28.02960
2017-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,,,,,84.59240,84.53350,12.02530,11.89970,,,,,,,,,,,,,,,,,69.37090,68.38220,82.86960,84.17650,11.31880,11.03450,17.43480,17.57190,17.48730,17.63640,,,,,48.70320,17.94390,47.69520,17.59330,,,,,,,14.59380,14.59380,14.34250,14.34250,,,53.89140,51.34260,16.41760,16.40340,16.00200,16.00190,28.17450,55.34850,55.00010,27.99930
2017-01-31,,,,,83.88640,83.82730,11.92490,11.80030,,,,,,,,,,,,,,,,,68.79950,67.81810,82.18480,83.48190,11.22540,10.94340,17.28730,17.42320,17.33940,17.48730,,,,,48.30510,17.79720,47.30520,17.44940,,,,,,,14.47320,14.47320,14.22380,14.22380,,,53.44640,50.91770,16.28050,16.26650,15.86810,15.86810,27.94330,54.89430,54.54860,27.76950
2017-02-01,,,,,80.21660,80.17920,11.40320,11.28670,,,,,,,,,,,,,,,,,65.77680,64.86020,78.51530,79.80430,10.73090,10.46510,16.52700,16.65700,16.57550,16.71690,,,,,46.16800,17.00990,45.21560,16.67860,,,,,,,13.81670,13.81670,13.58390,13.58390,,,51.08910,48.69580,15.57630,15.56280,15.18780,15.18780,26.70600,52.46370,52.13700,26.54180
2017-02-02,,,,,85.56820,85.50700,12.16420,12.03680,,,,,,,,,,,,,,,,,70.19670,69.19380,83.84430,85.17040,11.45240,11.16430,17.64010,17.77880,17.69330,17.84420,,,,,49.28830,18.15940,48.26790,17.80450,,,,,,,14.76890,14.76890,14.51390,14.51390,,,54.53590,51.95400,16.61120,16.59690,16.19000,16.19000,28.50670,56.00120,55.64820,28.32920
2017-02-03,,,,,87.17210,87.08970,12.39220,12.25960,,,,,,,,,,,,,,,,,71.54750,70.50200,85.42190,86.80300,11.67180,11.37420,17.98110,18.12240,18.03670,18.19050,,,,,50.18150,18.48860,49.13460,18.12420,,,,,,,15.05610,15.05610,14.78970,14.78970,,,55.59030,52.93350,17.06780,16.86420,16.44450,16.44440,29.06430,57.09650,56.73220,28.88110
2017-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-05,,,,,91.18080,91.04890,12.07760,11.93270,,,,,,,,,,,,,,,,,74.79540,73.65170,89.31650,90.82630,12.21280,11.89260,18.82410,18.97200,18.88550,19.04650,,,,,52.52350,19.35150,51.39460,18.95780,,,,,,,15.77000,15.77000,15.47190,15.47190,,,58.19820,55.35640,17.85140,17.63870,17.18510,17.18510,30.40200,59.72450,59.33350,30.20540
2017-02-06,,,,,94.55070,94.38990,12.52400,12.37060,,,,,,,,,,,,,,,,,77.50290,76.28980,92.57650,94.17660,12.66330,12.32670,19.51800,19.67150,19.58340,19.75040,,,,,54.46720,20.06750,53.27130,19.65010,,,,,,,16.35930,16.35940,16.03800,16.03800,,,60.38630,57.40770,18.48610,18.26580,17.78850,17.78850,31.54800,61.97580,61.56490,31.34130
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08,,,,,99.12250,99.01330,13.12960,12.97650,,,,,,,,,,,,,,,,,81.28570,79.95640,97.05550,98.80510,13.28570,12.92330,20.49520,20.65630,20.56730,20.74260,,,,,57.16270,21.06030,55.85550,20.60330,,,,,,,17.17250,17.17250,16.82210,16.82210,,,63.36130,60.19680,19.33910,19.10860,18.59380,18.59380,33.11970,65.06330,64.62130,32.89720
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-11,,,,,102.47250,102.28240,13.57340,13.40490,,,,,10.21840,10.21840,10.21690,10.21690,,,,,,,,,84.03190,82.56680,100.25910,102.18040,13.73950,13.35050,21.20300,21.36970,21.28300,21.46440,,,,,59.10200,21.77440,57.66940,21.27240,,,,,,,17.76900,17.76900,17.37940,17.37940,,,65.53710,62.22200,19.94460,19.70660,19.15180,19.15180,34.33130,67.44210,66.97350,34.09470
2017-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-13,,,,,86.27200,86.20250,12.26420,12.13470,,,,,,,,,,,,,,,,,70.76150,69.74150,84.51190,85.86070,11.54510,11.25320,17.78480,17.92460,17.83900,17.99110,,,,,49.66100,18.29670,48.63180,17.93870,,,,,,,14.89010,14.89010,14.63060,14.63060,,,54.97820,52.36560,16.89740,16.69660,16.28480,16.28480,28.73790,56.45520,56.09770,28.55810
2017-02-14,,,,,86.17890,86.10870,12.25100,12.12150,,,,,,,,,,,,,,,,,70.65970,69.64040,84.39280,85.74070,11.52900,11.23710,17.75960,17.89920,17.81370,17.96560,,,,,49.58920,18.27020,48.56140,17.91280,,,,,,,14.86910,14.86910,14.60970,14.60970,,,54.90230,52.29250,16.87280,16.67240,16.26090,16.26090,28.69610,56.37320,56.01600,28.51650
2017-02-15,,,,,85.52250,85.45220,12.15770,12.02910,,,,,,,,,,,,,,,,,70.13730,69.12470,83.75870,85.09750,11.44250,11.15270,17.62770,17.76630,17.68150,17.83230,,,,,49.22020,18.13430,48.19990,17.77950,,,,,,,14.75890,14.75890,14.50130,14.50130,,,54.49190,51.90060,16.74840,16.54940,16.14080,16.14080,28.48380,55.95610,55.60140,28.30540
2017-02-16,,,,,86.02540,85.95390,12.22920,12.09970,,,,,,,,,,,,,,,,,70.56780,69.54820,84.27200,85.62010,11.51270,11.22110,17.73550,17.87500,17.78970,17.94140,,,,,49.52280,18.24580,48.49620,17.88870,,,,,,,14.84930,14.84930,14.58980,14.58980,,,54.82700,52.21890,16.84880,16.64860,16.23730,16.23730,28.65840,56.29920,55.94210,28.47890
2017-02-17,,,,,86.43810,86.36560,12.28780,12.15770,,,,,,,,,,,,,,,,,70.91670,69.89130,84.68600,86.04170,11.56940,11.27620,17.82240,17.96250,17.87690,18.02930,,,,,49.73270,18.32310,48.70160,17.96450,,,,,,,14.92230,14.92230,14.66140,14.66140,,,55.09870,52.47690,16.93220,16.73020,16.31670,16.31670,28.80000,56.57740,56.21850,28.61960
2017-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,,,,,86.97680,86.90170,12.36440,12.23310,,,,,,,,,,,,,,,,,71.37310,70.33860,85.23030,86.59780,11.64420,11.34860,17.93720,18.07820,17.99220,18.14560,,,,,50.05500,18.44180,49.01700,18.08080,,,,,,,15.01830,15.01830,14.75490,14.75490,,,55.45330,52.81190,17.03830,16.83510,16.41830,16.41830,28.98780,56.94630,56.58450,28.80590
2017-02-21,,,,,87.27360,87.19750,12.40660,12.27480,,,,,,,,,,,,,,,,,71.60070,70.56200,85.50140,86.87440,11.68140,11.38480,17.99450,18.13600,18.04980,18.20370,,,,,50.21560,18.50100,49.17420,18.13880,,,,,,,15.06620,15.06620,14.80170,14.80170,,,55.62930,52.97860,17.08950,16.88570,16.46740,16.46740,29.08000,57.12740,56.76430,28.89740
2017-02-22,,,,,87.43770,87.36070,12.42990,12.29780,,,,,,,,,,,,,,,,,71.75150,70.70980,85.67810,87.05490,11.70570,11.40830,18.03140,18.17320,18.08690,18.24110,,,,,50.32210,18.54020,49.27830,18.17720,,,,,,,15.09800,15.09800,14.83260,14.83260,,,55.74740,53.09020,17.12600,16.92170,16.50230,16.50230,29.14210,57.24930,56.88530,28.95900
2017-02-23,,,,,87.54200,87.46430,12.44480,12.31230,,,,,,,,,,,,,,,,,71.85120,70.80730,85.79280,87.17260,11.72150,11.42360,18.05660,18.19860,18.11220,18.26660,,,,,50.39380,18.56660,49.34780,18.20280,,,,,,,15.11890,15.11890,14.85280,14.85280,,,55.82470,53.16290,17.14890,16.94440,16.52420,16.52420,29.18410,57.33200,56.96730,29.00080
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27,,,,,87.13500,87.05480,12.38690,12.25470,,,,,,,,,,,,,,,,,71.50240,70.46010,85.37390,86.75110,11.66480,11.36780,17.96930,18.11060,18.02480,18.17850,,,,,50.14820,18.47610,49.10430,18.11300,,,,,,,15.04660,15.04660,14.78100,14.78100,,,55.55530,52.90280,17.06200,16.85850,16.43950,16.43950,29.04470,57.05800,56.69450,28.86190
2017-02-28,,,,,87.01640,86.93550,12.37010,12.23790,,,,,,,,,,,,,,,,,71.38720,70.34580,85.23610,86.61210,11.64610,11.34940,17.94070,18.08180,17.99610,18.14960,,,,,50.06690,18.44640,49.02390,18.08340,,,,,,,15.02240,15.02240,14.75700,14.75700,,,55.46620,52.81710,17.03410,16.83090,16.41240,16.41240,28.99710,56.96450,56.60140,28.81450
2017-03-01,,,,,80.32280,80.28460,11.41830,11.30160,,,,,,,,,,,,,,,,,65.87760,64.95880,78.62870,79.92060,10.74660,10.48020,16.55220,16.68230,16.60080,16.74240,,,,,46.23830,17.03580,45.28400,16.70390,,,,,,,13.83790,13.83790,13.60450,13.60450,,,51.16630,48.76850,15.59930,15.58580,15.21010,15.21010,26.74440,52.53910,52.21180,26.57990
2017-03-02,,,,,85.64280,85.58090,12.17480,12.04720,,,,,,,,,,,,,,,,,70.24820,69.24370,83.90660,85.23550,11.46100,11.17260,17.65330,17.79210,17.70660,17.85760,,,,,49.32560,18.17320,48.30440,17.81800,,,,,,,14.78010,14.78010,14.52460,14.52460,,,54.57520,51.99050,16.61450,16.60020,16.19300,16.19300,28.52900,56.04490,55.69140,28.35130
2017-03-03,,,,,87.17310,87.09000,12.39230,12.25960,,,,,,,,,,,,,,,,,71.52840,70.48240,85.39460,86.77630,11.66820,11.37050,17.97660,18.11790,18.03230,18.18600,,,,,50.16690,18.48320,49.11960,18.11870,,,,,,,15.05240,15.05240,14.78580,14.78580,,,55.57380,52.91680,17.05740,16.85400,16.43420,16.43420,29.05610,57.08050,56.71620,28.87290
2017-03-04,,,,,90.46620,90.35680,11.98300,11.84200,,,,,,,,,,,,,,,,,74.25090,73.13900,88.66230,90.12920,12.11910,11.80550,18.67710,18.82400,18.73660,18.89640,,,,,52.12420,19.20430,51.02640,18.82200,,,,,,,15.64360,15.64360,15.35780,15.35780,,,57.74700,54.95750,17.73070,17.51930,17.07570,17.07570,30.16210,59.25310,58.86990,29.96930
2017-03-05,,,,,91.17310,91.04050,12.07660,11.93160,,,,,,,,,,,,,,,,,74.78010,73.63580,89.29680,90.80740,12.21030,11.89000,18.82060,18.96860,18.88210,19.04310,,,,,52.51250,19.34740,51.38310,18.95360,,,,,,,15.76680,15.76680,15.46840,15.46840,,,58.18710,55.34490,17.84750,17.63480,17.18110,17.18110,30.39630,59.71320,59.32220,30.19960
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,,,,,94.39670,94.31590,12.50370,12.36090,,,,,,,,,,,,,,,,,77.39570,76.15670,92.40130,94.03350,12.64410,12.30340,19.50110,19.65440,19.56810,19.73490,,,,,54.39600,20.04110,53.17650,19.61510,,,,,,,16.33950,16.33950,16.01070,16.01070,,,60.31570,57.31640,18.44370,18.22400,17.74020,17.74020,31.52450,61.92960,61.51380,31.31530
2017-03-08,,,,,98.48490,98.37570,13.04520,12.89300,,,,,,,,,,,,,,,,,80.74220,79.42090,96.40580,98.14490,13.19690,12.83680,20.35720,20.51720,20.42890,20.60300,,,,,56.77890,20.91890,55.47970,20.46470,,,,,,,17.05750,17.05750,16.70950,16.70950,,,62.93840,59.79460,19.21370,18.98470,18.47300,18.47300,32.90330,64.63830,64.19900,32.68230
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-10,,,,,96.90930,96.75340,12.83650,12.68030,,,,,,,,,,,,,,,,,79.49260,78.13690,94.83730,96.61980,12.99180,12.62800,20.05460,20.21220,20.12860,20.30010,,,,,55.90200,20.59560,54.57190,20.12980,,,,,,,16.80720,16.80720,16.44680,16.44680,,,61.93300,58.81260,18.87710,18.65190,18.13420,18.13420,32.46350,63.77280,63.33340,32.24160
2017-03-11,,,,,102.77840,102.58690,13.61390,13.44480,,,,,10.22580,10.22580,10.22410,10.22410,,,,,,,,,84.27870,82.80830,100.55230,102.48050,13.77990,13.38960,21.26560,21.43280,21.34590,21.52780,,,,,59.27760,21.83910,57.83980,21.33530,,,,,,,17.82120,17.82120,17.43010,17.43010,,,65.69650,62.37280,20.00140,19.76280,19.20610,19.20610,34.43160,67.63900,67.16900,34.19420
2017-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,,,,,89.02690,88.93400,12.65590,12.51920,,,,,,,,,,,,,,,,,73.08810,72.00990,87.26240,88.68610,11.92500,11.61920,18.37160,18.51610,18.42910,18.58620,,,,,51.26870,18.88910,50.19000,18.51350,,,,,,,15.38450,15.38450,15.10900,15.10900,,,56.79300,54.06770,17.43580,17.22790,16.79630,16.79630,29.68840,58.32250,57.94850,29.50030
2017-03-15,,,,,89.02370,88.93000,12.65540,12.51870,,,,,,,,,,,,,,,,,73.06930,71.99050,87.24020,88.66470,11.92210,11.61630,18.36730,18.51170,18.42480,18.58190,,,,,51.25480,18.88400,50.17560,18.50820,,,,,,,15.38070,15.38070,15.10500,15.10500,,,56.77970,54.05420,17.43670,17.22880,16.79690,16.79690,29.67970,58.30550,57.93150,29.49160
2017-03-16,,,,,89.69680,89.60160,11.88110,11.74310,,,,,,,,,,,,,,,,,73.63710,72.54900,87.91790,89.35450,12.01490,11.70650,18.51080,18.65630,18.56880,18.72710,,,,,51.65500,19.03140,50.56660,18.65240,,,,,,,15.50080,15.50080,15.22280,15.22280,,,57.22560,54.47780,17.57420,17.36460,16.92910,16.92910,29.91030,58.75840,58.38140,29.72060
2017-03-17,,,,,89.73150,89.63570,11.88570,11.74750,,,,,,,,,,,,,,,,,73.68630,72.59660,87.97480,89.41340,12.02280,11.71410,18.52310,18.66870,18.58120,18.73960,,,,,51.69090,19.04470,50.60100,18.66510,,,,,,,15.51140,15.51140,15.23290,15.23290,,,57.26470,54.51410,17.58420,17.37450,16.93850,16.93850,29.93090,58.79880,58.42130,29.74100
2017-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,,,,,89.44920,89.35150,11.84830,11.71030,,,,,,,,,,,,,,,,,73.41720,72.32890,87.65250,89.08900,11.97920,11.67120,18.45620,18.60130,18.51420,18.67210,,,,,51.50040,18.97450,50.41220,18.59550,,,,,,,15.45490,15.45490,15.17660,15.17660,,,57.05630,54.31290,17.52550,17.31650,16.88130,16.88130,29.82320,58.58730,58.21070,29.63380
2017-03-21,,,,,89.38210,89.28360,11.83940,11.70140,,,,,,,,,,,,,,,,,73.37310,72.28460,87.59840,89.03510,11.97190,11.66400,18.44520,18.59020,18.50320,18.66100,,,,,51.47020,18.96340,50.38190,18.58430,,,,,,,15.44580,15.44580,15.16740,15.16740,,,57.02240,54.27970,17.51560,17.30680,16.87160,16.87160,29.80460,58.55080,58.17430,29.61520
2017-03-22,,,,,88.49980,88.40160,11.72250,11.58580,,,,,,,,,,,,,,,,,72.64620,71.56760,86.72430,88.14770,11.85260,11.54760,18.26150,18.40510,18.31900,18.47520,,,,,50.95790,18.77460,49.87970,18.39900,,,,,,,15.29200,15.29200,15.01610,15.01610,,,56.45060,53.73460,17.34390,17.13710,16.70590,16.70590,29.50910,57.97040,57.59740,29.32150
2017-03-23,,,,,89.04930,88.94980,11.79530,11.65760,,,,,,,,,,,,,,,,,73.09060,72.00460,87.25660,88.68980,11.92550,11.61850,18.37390,18.51840,18.43190,18.58900,,,,,51.27070,18.88990,50.18510,18.51170,,,,,,,15.38610,15.38610,15.10830,15.10830,,,56.79890,54.06520,17.44730,17.23930,16.80530,16.80530,29.69200,58.32970,57.95430,29.50320
2017-03-24,,,,,89.24540,89.14500,11.82130,11.68320,,,,,,,,,,,,,,,,,73.27600,72.18650,87.47650,88.91450,11.95570,11.64780,18.42080,18.56560,18.47890,18.63650,,,,,51.40140,18.93800,50.31410,18.55930,,,,,,,15.42550,15.42550,15.14670,15.14670,,,56.94310,54.20160,17.49150,17.28290,16.84760,16.84760,29.76560,58.47430,58.09770,29.57630
2017-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
