index_col,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,Axis Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,DSP Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Edelweiss Mutual Fund,Franklin Templeton Mutual Fund,Franklin Templeton Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,IDFC Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,LIC Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund,Navi Mutual Fund,Navi Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Nippon India Mutual Fund,Tata Mutual Fund,Tata Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,Taurus Mutual Fund,UTI Mutual Fund,UTI Mutual Fund,UTI Mutual Fund,UTI Mutual Fund
2018-06-07,,,,,105.80100,105.48260,12.57270,12.40350,,,,,9.84080,9.84080,9.80610,9.80610,,,,,,,,,86.99220,85.23010,103.72800,106.01050,14.25480,13.81150,22.07290,22.24640,22.17110,22.36010,,,,,60.93520,22.44770,59.23440,21.84970,,,,,,,18.47650,18.47650,17.98660,17.98660,,,68.16370,64.59500,21.05540,19.71210,20.15050,12.84510,35.36510,70.19500,69.67460,35.10190
2018-06-08,,,,,111.93200,111.56670,13.30120,13.11890,,,,,10.30650,10.30650,10.26580,10.26580,,,,,,,,,92.04140,90.14360,109.67310,112.12970,15.07740,14.60320,23.35880,23.54240,23.46480,23.66470,,,,,64.43840,23.73810,62.61020,23.09490,,,,,,,19.55940,19.55940,19.03080,19.03080,,,72.15620,68.35780,22.26550,20.84500,21.29950,13.57760,37.43350,74.30030,73.74440,37.15230
2018-06-09,,,,,113.44900,113.04980,13.48150,13.29330,,,,,10.43450,10.43450,10.38880,10.38880,,,,,,,,,93.33030,91.37190,111.15720,113.68850,15.28720,14.80080,23.68490,23.87100,23.79450,23.99710,,,,,65.34770,24.07270,63.46380,23.40980,,,,,,,19.84090,19.84090,19.29350,19.29350,,,73.21770,69.34250,22.63340,21.18950,21.64230,13.79610,37.97260,75.37060,74.80150,37.68490
2018-06-11,,,,,103.67200,103.25390,12.31970,12.14160,,,,,9.45360,9.45360,9.40430,9.40430,,,,,,,,,85.30010,83.45310,101.45520,103.84050,13.96370,13.50950,21.68930,21.85970,21.79320,21.97890,,,,,59.73180,22.00360,57.96630,21.38360,,,,,,,18.13320,18.13320,17.61010,17.61010,,,66.98800,63.40980,20.68490,19.36520,19.76260,12.59780,34.71320,68.90080,68.37140,34.44550
2018-06-12,,,,,104.29170,103.84540,12.39330,12.21120,,,,,9.32190,9.32190,9.26950,9.26950,,,,,,,,,85.79090,83.90610,102.06320,104.49970,14.05240,13.59050,21.82140,21.99290,21.92790,22.11460,,,,,60.11360,22.14410,58.31710,21.51310,,,,,,,18.25080,18.25080,17.71150,17.71150,,,67.45110,63.82690,20.81130,19.48360,19.87520,12.66960,34.94350,69.35790,68.82080,34.67190
2018-06-13,,,,,106.38440,105.98750,12.64100,12.46300,,,,,10.06340,10.06340,10.03120,10.03120,,,,,,,,,87.48230,85.73390,104.33130,106.59820,14.33380,13.89180,22.20710,22.38170,22.30450,22.49460,,,,,61.27370,22.57250,59.58440,21.97880,,,,,,,18.57490,18.57490,18.08860,18.08860,,,68.49910,64.92720,21.16510,19.81490,20.26190,12.91610,35.55240,70.56660,70.04700,35.28950
2018-06-14,,,,,106.06630,105.66980,12.60320,12.42560,,,,,10.02770,10.02770,9.99550,9.99550,,,,,,,,,87.21430,85.47020,104.00870,106.26980,14.28970,13.84880,22.14010,22.31420,22.23730,22.42690,,,,,61.08760,22.50390,59.40250,21.91170,,,,,,,18.51810,18.51810,18.03290,18.03290,,,68.29360,64.73180,21.10150,19.75530,20.20070,12.87710,35.44380,70.35100,69.83290,35.18170
2018-06-15,,,,,106.14930,105.75160,12.61300,12.43520,,,,,10.02540,10.02540,9.99300,9.99300,,,,,,,,,87.29110,85.54450,104.10100,106.36540,14.30250,13.86110,22.16100,22.33520,22.25840,22.44810,,,,,61.14210,22.52400,59.45450,21.93090,,,,,,,18.53450,18.53450,18.04860,18.04860,,,68.35690,64.79110,21.12580,19.77800,20.22370,12.89180,35.47530,70.41360,69.89480,35.21290
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,105.96480,105.56510,12.59110,12.41330,,,,,10.01600,10.01600,9.98320,9.98320,,,,,,,,,87.14360,85.39690,103.92040,106.18460,14.27820,13.83710,22.12490,22.29880,22.22230,22.41170,,,,,61.03800,22.48570,59.35060,21.89260,,,,,,,18.50360,18.50360,18.01820,18.01820,,,68.24470,64.68290,21.08790,19.74260,20.18660,12.86810,35.41690,70.29780,69.77940,35.15470
2018-06-19,,,,,105.12490,104.72760,12.49130,12.31480,,,,,9.91490,9.91490,9.88230,9.88230,,,,,,,,,86.42770,84.69430,103.06110,105.30790,14.16030,13.72270,21.93950,22.11200,22.03620,22.22400,,,,,60.53540,22.30050,58.86100,21.71200,,,,,,,18.35130,18.35130,17.86960,17.86960,,,67.68680,64.15350,20.91220,19.57800,20.01810,12.76070,35.12610,69.72050,69.20620,34.86600
2018-06-20,,,,,105.73550,105.42230,12.56380,12.39640,,,,,9.93460,9.93460,9.90180,9.90180,,,,,,,,,86.91860,85.17440,103.64590,105.90670,14.24080,13.80050,22.06530,22.23870,22.16250,22.35140,,,,,60.88150,22.42800,59.19660,21.83580,,,,,,,18.45600,18.45600,17.97130,17.97130,,,68.07500,64.52090,21.03120,19.68950,20.13170,12.83320,35.32650,70.11820,69.60080,35.06480
2018-06-21,,,,,105.42110,105.10800,12.52650,12.35950,,,,,9.88130,9.88130,9.84860,9.84860,,,,,,,,,86.68680,84.94620,103.36640,105.62230,14.20260,13.76330,22.00690,22.17990,22.10400,22.29240,,,,,60.71880,22.36800,59.03750,21.77710,,,,,,,18.40680,18.40680,17.92320,17.92320,,,67.89620,64.35070,20.97550,19.63730,20.07810,12.79900,35.23240,69.93150,69.41540,34.97130
2018-06-22,,,,,106.22640,105.91010,12.62220,12.45380,,,,,9.95810,9.95810,9.92500,9.92500,,,,,,,,,87.33170,85.57710,104.13880,106.41280,14.30890,13.86620,22.16810,22.34240,22.26590,22.45570,,,,,61.17060,22.53450,59.47590,21.93880,,,,,,,18.54470,18.54470,18.05720,18.05720,,,68.39760,64.82530,21.12830,19.78040,20.22410,12.89210,35.49610,70.45480,69.93470,35.23300
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,105.62700,105.30990,12.55100,12.38320,,,,,9.89310,9.89310,9.85980,9.85980,,,,,,,,,86.85150,85.10350,103.56440,105.82950,14.23050,13.78970,22.04200,22.21520,22.13940,22.32810,,,,,60.83570,22.41110,59.14760,21.81770,,,,,,,18.44310,18.44310,17.95750,17.95750,,,68.02490,64.47030,21.01320,19.67260,20.11310,12.82130,35.30200,70.06970,69.55190,35.04010
2018-06-26,,,,,105.69480,105.37650,12.55900,12.39100,,,,,9.90080,9.90080,9.86730,9.86730,,,,,,,,,86.90390,85.15390,103.62820,105.89610,14.23940,13.79820,22.05300,22.22640,22.15060,22.33930,,,,,60.87160,22.42430,59.18160,21.83020,,,,,,,18.45440,18.45430,17.96820,17.96820,,,68.06400,64.50670,21.02370,19.68250,20.12290,12.82750,35.32370,70.11260,69.59440,35.06150
2018-06-27,,,,,104.78920,104.47290,12.45140,12.28480,,,,,9.78350,9.78350,9.75030,9.75030,,,,,,,,,86.16220,84.42610,102.74300,104.99260,14.11790,13.68030,21.86190,22.03380,21.95870,22.14580,,,,,60.35010,22.23220,58.67370,21.64290,,,,,,,18.29680,18.29680,17.81450,17.81460,,,67.48710,63.95940,20.84510,19.51520,19.95170,12.71840,35.02190,69.51370,68.99980,34.76190
2018-06-28,,,,,103.96260,103.64790,12.35320,12.18780,,,,,9.67820,9.67820,9.64520,9.64520,,,,,,,,,85.50560,83.78160,101.95580,104.18940,14.00990,13.57550,21.69090,21.86140,21.78700,21.97270,,,,,59.88920,22.06240,58.22470,21.47730,,,,,,,18.15760,18.15760,17.67880,17.67880,,,66.98170,63.47980,20.69120,19.37120,19.80420,12.62430,34.75360,68.98110,68.47100,34.49550
2018-06-29,,,,,105.18110,104.86180,12.49800,12.33050,,,,,9.80820,9.80820,9.77470,9.77470,,,,,,,,,86.50970,84.76450,103.14310,105.40400,14.17320,13.73360,21.95040,22.12290,22.04770,22.23560,,,,,60.59530,22.32250,58.91030,21.73010,,,,,,,18.37120,18.37120,17.88640,17.88640,,,67.77410,64.23000,20.93510,19.59950,20.03730,12.77290,35.16230,69.79230,69.27600,34.90110
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,102.69480,102.41700,13.60320,13.42360,,,,,9.94130,9.94130,9.92660,9.92660,,,,,,,,,84.27660,82.70710,100.54940,102.58730,13.79450,13.38880,21.34560,21.51340,21.43180,21.61450,,,,,59.35380,21.86690,57.82950,21.33150,,,,,,,17.84990,17.84990,17.42410,17.42410,,,65.78410,62.42370,20.00350,19.76470,19.18290,19.18290,34.16020,67.80330,67.32060,33.91600
2018-07-03,,,,,99.60800,99.31570,13.19430,13.01720,,,,,9.64770,9.64770,9.62970,9.62970,,,,,,,,,81.76050,80.21220,97.50740,99.51350,13.38120,12.98370,20.70240,20.86520,20.78770,20.96480,,,,,57.37020,21.13560,55.87290,20.60980,,,,,,,17.32110,17.32110,16.90000,16.90010,,,63.84000,60.56880,19.37360,19.14210,18.57170,18.57170,33.15700,65.81210,65.34010,32.91820
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,104.95790,104.59740,12.47140,12.29950,,,,,9.95380,9.95380,9.92700,9.92700,,,,,,,,,86.22330,84.53760,102.85160,105.04080,14.12440,13.69480,21.87380,22.04580,21.96760,22.15480,,,,,60.41080,22.25480,58.77840,21.68150,,,,,,,18.30030,18.30030,17.83390,17.83390,,,67.47070,63.97460,20.86240,19.53150,19.98220,12.73780,35.02770,69.52510,69.01840,34.77130
2018-07-06,,,,,105.52470,105.13570,12.53870,12.36280,,,,,9.93570,9.93570,9.90470,9.90470,,,,,,,,,86.78440,85.05610,103.49940,105.74080,14.21850,13.78100,22.02380,22.19690,22.12000,22.30860,,,,,60.78730,22.39330,59.11680,21.80630,,,,,,,18.42560,18.42560,17.94470,17.94470,,,67.95220,64.41220,20.99360,19.65430,20.09930,12.81250,35.26580,69.99780,69.48330,35.00560
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,111.95440,111.58820,13.30390,13.12150,,,,,10.30330,10.30330,10.26250,10.26250,,,,,,,,,92.05880,90.15950,109.69550,112.15400,15.08070,14.60620,23.36360,23.54720,23.46970,23.66960,,,,,64.45230,23.74320,62.62280,23.09950,,,,,,,19.56330,19.56330,19.03410,19.03410,,,72.17090,68.37100,22.26450,20.84410,21.29830,13.57680,37.44100,74.31530,73.75910,37.15970
2018-07-09,,,,,113.95820,113.55630,13.54200,13.35290,,,,,10.51510,10.51510,10.46890,10.46890,,,,,,,,,93.74610,91.77790,111.65340,114.19730,15.35560,14.86690,23.79190,23.97890,23.90210,24.10560,,,,,65.64140,24.18080,63.74830,23.51470,,,,,,,19.93030,19.93030,19.38010,19.38010,,,73.54890,69.65560,22.73520,21.28470,21.73930,13.85790,38.14340,75.70960,75.13780,37.85430
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,105.22570,104.77450,12.50430,12.32040,,,,,9.37260,9.37260,9.31980,9.31980,,,,,,,,,86.50600,84.60460,102.93940,105.39890,14.17330,13.70720,22.01110,22.18410,22.11850,22.30690,,,,,60.64050,22.33820,58.82740,21.70130,,,,,,,18.40960,18.40960,17.86500,17.86500,,,68.03640,64.38010,20.99350,19.65410,20.04890,12.78030,35.24730,69.96100,69.41920,34.97340
2018-07-13,,,,,108.22760,107.89570,12.86100,12.68730,,,,,9.93460,9.93460,9.89870,9.89870,,,,,,,,,88.98730,87.17750,106.08700,108.43150,14.58030,14.12560,22.57580,22.75330,22.67670,22.87000,,,,,62.34310,22.96630,60.59650,22.35210,,,,,,,18.90400,18.90400,18.40050,18.40050,,,69.74290,66.08700,21.54340,20.16900,20.61560,13.14160,36.17910,71.81060,71.27720,35.90930
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,107.43160,107.09960,12.76640,12.59360,,,,,9.81810,9.81810,9.78220,9.78220,,,,,,,,,88.32910,86.52950,105.30550,107.63670,14.47340,14.02160,22.41190,22.58810,22.51230,22.70410,,,,,61.87920,22.79540,60.14280,22.18480,,,,,,,18.76420,18.76420,18.26360,18.26360,,,69.22560,65.59490,21.38480,20.02050,20.46290,13.04430,35.91250,71.28130,70.75130,35.64440
2018-07-17,,,,,108.14040,107.80530,12.85070,12.67660,,,,,9.91710,9.91710,9.88070,9.88070,,,,,,,,,88.90780,87.09550,105.99030,108.33800,14.56770,14.11280,22.55710,22.73440,22.65820,22.85130,,,,,62.28260,22.94400,60.53400,22.32910,,,,,,,18.88780,18.88780,18.38350,18.38350,,,69.67730,66.02230,21.51880,20.14590,20.59080,13.12580,36.14870,71.75030,71.21660,35.87880
2018-07-18,,,,,107.85630,107.52110,12.81690,12.64320,,,,,9.88630,9.88630,9.84990,9.84990,,,,,,,,,88.69230,86.88330,105.73250,108.07580,14.53240,14.07840,22.50310,22.68000,22.60410,22.79670,,,,,62.12980,22.88770,60.38460,22.27400,,,,,,,18.84210,18.84210,18.33860,18.33860,,,69.50600,65.85930,21.46520,20.09580,20.53930,13.09290,36.06130,71.57680,71.04420,35.79200
2018-07-19,,,,,107.73030,107.39460,12.80190,12.62830,,,,,9.86150,9.86150,9.82500,9.82500,,,,,,,,,88.58170,86.77390,105.59640,107.93800,14.51390,14.06030,22.47600,22.65260,22.57680,22.76920,,,,,62.05220,22.85910,60.30820,22.24580,,,,,,,18.81870,18.81870,18.31560,18.31560,,,69.41770,65.77500,21.43770,20.07000,20.51270,13.07600,36.01700,71.48880,70.95670,35.74790
2018-07-20,,,,,108.23940,107.90130,12.86240,12.68790,,,,,9.87400,9.87400,9.83730,9.83730,,,,,,,,,89.00660,87.18910,106.09820,108.45220,14.58300,14.12710,22.58240,22.76000,22.68380,22.87720,,,,,62.35050,22.96900,60.59720,22.35240,,,,,,,18.90930,18.90930,18.40340,18.40340,,,69.74870,66.08800,21.53970,20.16560,20.61000,13.13800,36.19050,71.83320,71.29840,35.92000
2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-23,,,,,108.97100,108.62790,12.94940,12.77330,,,,,9.96440,9.96440,9.92710,9.92710,,,,,,,,,89.60320,87.77030,106.80770,109.18130,14.68110,14.22160,22.73320,22.91190,22.83550,23.03010,,,,,62.76800,23.12280,61.00020,22.50100,,,,,,,19.03700,19.03700,18.52670,18.52670,,,70.21990,66.53260,21.68430,20.30090,20.74750,13.22570,36.43500,72.31850,71.77960,36.16240
2018-07-24,,,,,109.45220,109.10670,13.00660,12.82970,,,,,10.04660,10.04660,10.00880,10.00880,,,,,,,,,89.99930,88.15730,107.27940,109.66480,14.74610,14.28440,22.83440,23.01390,22.93720,23.13260,,,,,63.04530,23.22490,61.26880,22.60010,,,,,,,19.12160,19.12160,18.60890,18.60890,,,70.53250,66.82820,21.77670,20.38740,20.83560,13.28190,36.59650,72.63900,72.09760,36.32270
2018-07-25,,,,,109.43260,109.08630,13.00420,12.82730,,,,,10.02100,10.02100,9.98310,9.98310,,,,,,,,,89.97930,88.13670,107.25390,109.64000,14.74270,14.28110,22.82960,23.00900,22.93240,23.12780,,,,,63.03040,23.21950,61.25340,22.59440,,,,,,,19.11710,19.11710,18.60420,18.60420,,,70.51760,66.81340,21.77290,20.38390,20.83170,13.27940,36.58790,72.62210,72.08060,36.31410
2018-07-26,,,,,109.80080,109.45240,13.04800,12.87030,,,,,10.05260,10.05260,10.01450,10.01450,,,,,,,,,90.28160,88.43170,107.60990,110.00520,14.79190,14.32850,22.90670,23.08680,23.01000,23.20610,,,,,63.24290,23.29770,61.45900,22.67030,,,,,,,19.18160,19.18160,18.66670,18.66670,,,70.75830,67.04070,21.84090,20.44750,20.89650,13.32070,36.71110,72.86660,72.32320,36.43630
2018-07-27,,,,,110.88430,110.53160,13.17670,12.99720,,,,,10.14660,10.14660,10.10790,10.10790,,,,,,,,,91.17060,89.30140,108.66690,111.08700,14.93730,14.46920,23.13270,23.31460,23.23710,23.43510,,,,,63.86950,23.52850,62.06690,22.89450,,,,,,,19.37190,19.37190,18.85160,18.85160,,,71.46350,67.70790,22.05610,20.64910,21.10220,13.45180,37.07310,73.58500,73.03600,36.79540
2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-30,,,,,111.27390,110.91720,13.22300,13.04260,,,,,10.20030,10.20030,10.16110,10.16110,,,,,,,,,91.49870,89.61950,109.04900,111.48220,14.99040,14.52010,23.21770,23.40020,23.32260,23.52140,,,,,64.09910,23.61310,62.28720,22.97580,,,,,,,19.44250,19.44250,18.91960,18.91960,,,71.72450,67.95320,22.13340,20.72130,21.17520,13.49830,37.20860,73.85400,73.30260,36.92970
2018-07-31,,,,,111.62690,111.26810,13.26500,13.08380,,,,,10.23150,10.23150,10.19200,10.19200,,,,,,,,,91.79370,89.90740,109.37970,111.82180,15.03600,14.56410,23.29380,23.47690,23.39910,23.59850,,,,,64.30810,23.69010,62.48930,23.05030,,,,,,,19.50570,19.50570,18.98070,18.98070,,,71.96070,68.17650,22.20660,20.78990,21.24490,13.54280,37.32950,74.09400,73.54060,37.04960
2018-08-01,,,,,104.19140,103.94070,13.80110,13.62230,,,,,10.32070,10.32070,10.30970,10.30970,,,,,,,,,85.53900,83.97740,102.00250,104.03570,13.98900,13.58210,21.60080,21.77060,21.68620,21.87110,,,,,60.19300,22.17610,58.67410,21.64300,,,,,,,18.10160,18.10160,17.68290,17.68290,,,66.73740,63.33380,20.33330,20.09050,19.50710,19.50710,34.62780,68.73160,68.24540,34.38220
2018-08-02,,,,,103.72830,103.44690,13.74010,13.55860,,,,,10.05390,10.05390,10.03890,10.03890,,,,,,,,,85.12380,83.53740,101.56720,103.62690,13.93430,13.52430,21.56140,21.73090,21.64860,21.83310,,,,,59.95470,22.08830,58.41410,21.54710,,,,,,,18.03100,18.03100,17.60040,17.60050,,,66.44420,63.04970,20.20080,19.95960,19.37180,19.37180,34.50510,68.48790,68.00020,34.25840
2018-08-03,,,,,100.43710,100.14000,13.30410,13.12540,,,,,9.69160,9.69160,9.67340,9.67340,,,,,,,,,82.46960,80.90700,98.34750,100.37210,13.49670,13.09550,20.88050,21.04470,20.96660,21.14530,,,,,57.77560,21.28500,56.26680,20.75500,,,,,,,17.47110,17.47110,17.04620,17.04620,,,64.39060,61.09060,19.53900,19.30560,18.73000,18.73000,33.44420,66.38210,65.90580,33.20320
2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-05,,,,,104.97280,104.61150,12.47320,12.30120,,,,,9.96120,9.96120,9.93410,9.93410,,,,,,,,,86.24060,84.55350,102.86760,105.05830,14.12670,13.69690,21.87830,22.05030,21.97220,22.15940,,,,,60.42250,22.25910,58.78890,21.68530,,,,,,,18.30410,18.30420,17.83740,17.83740,,,67.48490,63.98750,20.86240,19.53140,19.98190,12.73760,35.03520,69.54010,69.03310,34.77870
2018-08-06,,,,,105.51280,105.12350,12.53740,12.36140,,,,,9.96460,9.96460,9.93340,9.93340,,,,,,,,,86.77690,85.04770,103.48970,105.73210,14.21740,13.77970,22.02550,22.19870,22.12190,22.31040,,,,,60.77850,22.39010,59.10730,21.80280,,,,,,,18.42420,18.42420,17.94330,17.94330,,,67.94580,64.40560,20.99380,19.65450,20.09920,12.81240,35.26350,69.99320,69.47860,35.00320
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-08,,,,,112.53500,112.16590,13.37290,13.18940,,,,,10.33070,10.33070,10.28970,10.28970,,,,,,,,,92.54260,90.63220,110.26850,112.74110,15.15960,14.68250,23.48640,23.67100,23.59310,23.79410,,,,,64.79250,23.86850,62.95230,23.22110,,,,,,,19.66690,19.66690,19.13430,19.13430,,,72.54930,68.72890,22.35850,20.93210,21.38790,13.63390,37.63890,74.70820,74.14890,37.35610
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-10,,,,,101.88290,101.49650,12.10710,11.93490,,,,,9.24610,9.24610,9.20150,9.20150,,,,,,,,,83.84870,82.05870,99.69780,102.00620,13.71680,13.27500,21.29590,21.46320,21.39630,21.57850,,,,,58.68570,21.61840,56.96910,21.01580,,,,,,,17.80390,17.80390,17.30160,17.30160,,,65.76310,62.26600,20.32180,19.02540,19.42340,12.38170,34.07950,67.64310,67.12770,33.81880
2018-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-13,,,,,111.62310,111.25250,13.26450,13.08200,,,,,10.21970,10.21970,10.17840,10.17840,,,,,,,,,91.79530,89.89490,109.37240,111.83150,15.03730,14.56320,23.29850,23.48160,23.40470,23.60410,,,,,64.26980,23.67590,62.43980,23.03200,,,,,,,19.50820,19.50820,18.97830,18.97830,,,71.97500,68.18100,22.23470,20.81620,21.26800,13.55750,37.33660,74.10800,73.55240,37.05560
2018-08-14,,,,,112.46610,112.09170,13.36470,13.18070,,,,,10.30470,10.30470,10.26290,10.26290,,,,,,,,,92.49060,90.57480,110.20140,112.68040,15.15150,14.67360,23.47450,23.65900,23.58160,23.78250,,,,,64.75980,23.85640,62.91480,23.20730,,,,,,,19.65720,19.65720,19.12270,19.12270,,,72.52200,68.69860,22.39910,20.97010,21.42500,13.65760,37.62140,74.67340,74.11340,37.33820
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-16,,,,,111.96580,111.59120,13.30520,13.12180,,,,,10.27720,10.27720,10.23520,10.23520,,,,,,,,,92.08670,90.17710,109.71550,112.18620,15.08500,14.60890,23.37340,23.55710,23.48010,23.68020,,,,,64.47490,23.75150,62.63610,23.10440,,,,,,,19.57120,19.57120,19.03840,19.03840,,,72.20800,68.40000,22.29870,20.87610,21.32830,13.59600,37.45730,74.34770,73.78980,37.17520
2018-08-17,,,,,112.79390,112.41560,13.40360,13.21870,,,,,10.36460,10.36460,10.32210,10.32210,,,,,,,,,92.77050,90.84570,110.53450,113.02490,15.19780,14.71790,23.54580,23.73080,23.65340,23.85490,,,,,64.95560,23.92850,63.10210,23.27630,,,,,,,19.71760,19.71760,19.18060,19.18060,,,72.74790,68.91090,22.46970,21.03620,21.49160,13.70000,37.73800,74.90470,74.34250,37.45360
2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-20,,,,,113.60110,113.21730,13.49960,13.31300,,,,,10.42920,10.42920,10.38600,10.38600,,,,,,,,,93.42260,91.48090,111.30050,113.81220,15.30360,14.81990,23.71150,23.89790,23.82010,24.02300,,,,,65.41470,24.09760,63.54520,23.43980,,,,,,,19.85770,19.85770,19.31570,19.31570,,,73.26570,69.39940,22.63130,21.18750,21.64530,13.79800,38.00560,75.43590,74.86920,37.71900
2018-08-21,,,,,113.77120,113.38590,13.51980,13.33280,,,,,10.46570,10.46570,10.42220,10.42220,,,,,,,,,93.57380,91.62790,111.47940,113.99610,15.32840,14.84370,23.74980,23.93640,23.85870,24.06180,,,,,65.51910,24.13610,63.64570,23.47690,,,,,,,19.89020,19.89020,19.34720,19.34720,,,73.38320,69.50980,22.66260,21.21680,21.67490,13.81690,38.06700,75.55790,74.99010,37.77990
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-23,,,,,113.87380,113.48630,13.53200,13.34460,,,,,10.45730,10.45730,10.41360,10.41360,,,,,,,,,93.66520,91.71520,111.57170,114.09310,15.34140,14.85590,23.77300,23.95980,23.88210,24.08540,,,,,65.58400,24.16000,63.70680,23.49940,,,,,,,19.91020,19.91020,19.36590,19.36590,,,73.45940,69.58070,22.69310,21.24530,21.70350,13.83510,38.10500,75.63330,75.06470,37.81750
2018-08-24,,,,,113.64580,113.25810,13.50490,13.31780,,,,,10.43910,10.43910,10.39530,10.39530,,,,,,,,,93.47820,91.53100,111.34390,113.86150,15.31050,14.82570,23.72600,23.91250,23.83500,24.03790,,,,,65.45210,24.11140,63.57770,23.45180,,,,,,,19.87030,19.87030,19.32670,19.32670,,,73.31130,69.43970,22.64690,21.20210,21.65910,13.80680,38.02830,75.48110,74.91330,37.74120
